customer_id,age,age_group,gender,item_purchased,category,purchase_amount_usd,loc,region,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,purchase_frequency_days
629,69,Senior,Male,Sweater,Clothing,85,Massachusetts,Northeast,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,29,Credit Card,Monthly,30
630,26,Young Adult,Male,Shoes,Footwear,90,Vermont,Northeast,L,Beige,Spring,4.7,Yes,Standard,Yes,11,Debit Card,Annually,365
631,41,Adult,Male,Jewelry,Accessories,94,Mississippi,South,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,33,Debit Card,Annually,365
632,55,Middle-aged,Male,Boots,Footwear,68,Washington,West,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,27,Cash,Fortnightly,14
633,35,Adult,Male,Backpack,Accessories,51,Wyoming,West,M,Red,Winter,3.9,Yes,Next Day Air,Yes,19,Venmo,Fortnightly,14
634,66,Senior,Male,Sandals,Footwear,33,Minnesota,Midwest,M,Orange,Spring,2.9,Yes,Express,Yes,50,Debit Card,Quarterly,90
635,36,Adult,Male,Sneakers,Footwear,60,Ohio,Midwest,M,Teal,Summer,3.9,Yes,Standard,Yes,46,PayPal,Weekly,7
636,27,Young Adult,Male,Hoodie,Clothing,59,South Carolina,South,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,28,Cash,Quarterly,90
637,41,Adult,Male,Handbag,Accessories,30,Wisconsin,Midwest,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,14,Bank Transfer,Every 3 Months,90
638,21,Young Adult,Male,Sweater,Clothing,20,Tennessee,South,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,46,Cash,Fortnightly,14
639,53,Middle-aged,Male,Sandals,Footwear,20,Maryland,South,S,Blue,Summer,2.7,Yes,Express,Yes,41,PayPal,Monthly,30
640,54,Middle-aged,Male,Dress,Clothing,24,Mississippi,South,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,365
641,53,Middle-aged,Male,Skirt,Clothing,88,Minnesota,Midwest,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,28,Debit Card,Fortnightly,14
642,47,Middle-aged,Male,Blouse,Clothing,78,Alaska,West,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,23,Credit Card,Every 3 Months,90
643,64,Senior,Male,Skirt,Clothing,25,Arkansas,South,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,14,Debit Card,Bi-Weekly,14
644,18,Young Adult,Male,Sweater,Clothing,57,Oregon,West,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,10,Bank Transfer,Every 3 Months,90
645,68,Senior,Male,Backpack,Accessories,93,Louisiana,South,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,37,Cash,Weekly,7
646,62,Senior,Male,Hoodie,Clothing,42,Oklahoma,South,S,Purple,Summer,4.2,Yes,Express,Yes,15,Venmo,Bi-Weekly,14
647,51,Middle-aged,Male,Boots,Footwear,54,Indiana,Midwest,XL,Pink,Spring,4.9,Yes,Standard,Yes,19,Venmo,Bi-Weekly,14
648,54,Middle-aged,Male,Blouse,Clothing,70,Mississippi,South,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,Credit Card,Fortnightly,14
649,22,Young Adult,Male,Hoodie,Clothing,31,Michigan,Midwest,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,35,Credit Card,Weekly,7
650,53,Middle-aged,Male,Pants,Clothing,93,Delaware,South,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,33,PayPal,Every 3 Months,90
651,34,Adult,Male,Gloves,Accessories,40,Florida,South,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,365
652,32,Adult,Male,Hat,Accessories,32,Arkansas,South,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,41,Venmo,Fortnightly,14
653,64,Senior,Male,Sunglasses,Accessories,27,Minnesota,Midwest,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,27,Venmo,Weekly,7
654,20,Young Adult,Male,Scarf,Accessories,68,North Dakota,Midwest,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,45,Cash,Fortnightly,14
655,24,Young Adult,Male,Handbag,Accessories,59,California,West,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,23,Venmo,Annually,365
656,20,Young Adult,Male,Handbag,Accessories,36,Mississippi,South,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,19,Venmo,Monthly,30
657,42,Adult,Male,Jeans,Clothing,23,Pennsylvania,Northeast,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly,90
658,48,Middle-aged,Male,Jacket,Outerwear,80,Arizona,West,M,White,Winter,4.3,Yes,Free Shipping,Yes,6,PayPal,Quarterly,90
659,62,Senior,Male,Backpack,Accessories,37,Louisiana,South,S,White,Fall,4.9,Yes,Store Pickup,Yes,20,Venmo,Weekly,7
660,62,Senior,Male,Shorts,Clothing,52,Virginia,South,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,8,Cash,Weekly,7
661,50,Middle-aged,Male,Coat,Outerwear,79,Montana,West,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,39,Credit Card,Quarterly,90
662,57,Middle-aged,Male,Shirt,Clothing,68,Iowa,Midwest,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,39,Credit Card,Quarterly,90
663,24,Young Adult,Male,Gloves,Accessories,98,Illinois,Midwest,L,Magenta,Fall,2.8,Yes,Express,Yes,39,Venmo,Bi-Weekly,14
664,59,Senior,Male,Dress,Clothing,83,Alaska,West,M,Charcoal,Fall,4.7,Yes,Express,Yes,23,Credit Card,Monthly,30
665,63,Senior,Male,Pants,Clothing,83,Colorado,West,M,Indigo,Winter,4.4,Yes,Express,Yes,41,PayPal,Bi-Weekly,14
666,41,Adult,Male,Pants,Clothing,55,New Mexico,West,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,365
667,35,Adult,Male,Hoodie,Clothing,26,Colorado,West,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,30,Debit Card,Quarterly,90
668,34,Adult,Male,Sunglasses,Accessories,76,Arizona,West,S,Blue,Winter,2.6,Yes,Standard,Yes,32,Bank Transfer,Quarterly,90
669,49,Middle-aged,Male,T-shirt,Clothing,85,Hawaii,West,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,Bank Transfer,Monthly,30
670,43,Adult,Male,Jacket,Outerwear,89,Illinois,Midwest,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,45,Venmo,Bi-Weekly,14
671,63,Senior,Male,Sweater,Clothing,41,Louisiana,South,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,37,Cash,Bi-Weekly,14
672,38,Adult,Male,Jacket,Outerwear,30,Iowa,Midwest,L,Black,Winter,4.7,Yes,Express,Yes,45,Cash,Weekly,7
673,59,Senior,Male,Socks,Clothing,53,Washington,West,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,29,Cash,Quarterly,90
674,35,Adult,Male,Shirt,Clothing,66,Oklahoma,South,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,27,Venmo,Bi-Weekly,14
675,48,Middle-aged,Male,Jewelry,Accessories,33,Washington,West,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,36,Bank Transfer,Annually,365
676,64,Senior,Male,Sunglasses,Accessories,86,Arkansas,South,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,9,Cash,Annually,365
677,28,Young Adult,Male,Pants,Clothing,60,Connecticut,Northeast,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,38,Venmo,Bi-Weekly,14
678,60,Senior,Male,Socks,Clothing,62,Washington,West,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually,365
679,27,Young Adult,Male,Blouse,Clothing,74,Maine,Northeast,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,25,Debit Card,Every 3 Months,90
680,56,Middle-aged,Male,Sandals,Footwear,95,Michigan,Midwest,M,Turquoise,Fall,3.4,Yes,Express,Yes,37,Venmo,Fortnightly,14
681,58,Senior,Male,Sneakers,Footwear,25,Tennessee,South,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually,365
682,30,Young Adult,Male,Shirt,Clothing,59,Louisiana,South,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Every 3 Months,90
683,23,Young Adult,Male,Jacket,Outerwear,29,Missouri,Midwest,M,Brown,Summer,4,Yes,Standard,Yes,49,Credit Card,Bi-Weekly,14
684,33,Adult,Male,Sandals,Footwear,36,Michigan,Midwest,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,3,Bank Transfer,Monthly,30
685,63,Senior,Male,Hat,Accessories,82,Alabama,South,M,Yellow,Summer,4.7,Yes,Express,Yes,42,Debit Card,Monthly,30
686,70,Senior,Male,Blouse,Clothing,71,Massachusetts,Northeast,XL,Magenta,Winter,3.5,Yes,Standard,Yes,32,Cash,Fortnightly,14
687,70,Senior,Male,Sweater,Clothing,35,Indiana,Midwest,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,33,Venmo,Fortnightly,14
688,19,Young Adult,Male,Gloves,Accessories,38,West Virginia,South,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,46,Bank Transfer,Quarterly,90
689,25,Young Adult,Male,Scarf,Accessories,59,Michigan,Midwest,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,44,Venmo,Monthly,30
690,19,Young Adult,Male,Hoodie,Clothing,91,Pennsylvania,Northeast,M,Orange,Summer,4.7,Yes,Express,Yes,35,Credit Card,Every 3 Months,90
691,25,Young Adult,Male,Shorts,Clothing,68,Alaska,West,XL,Red,Spring,4.8,Yes,Standard,Yes,45,Bank Transfer,Weekly,7
692,60,Senior,Male,Backpack,Accessories,21,Massachusetts,Northeast,L,Silver,Summer,2.9,Yes,Standard,Yes,37,PayPal,Bi-Weekly,14
693,35,Adult,Male,Sunglasses,Accessories,95,North Dakota,Midwest,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,40,Debit Card,Every 3 Months,90
694,46,Middle-aged,Male,Shorts,Clothing,52,Vermont,Northeast,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,30,Cash,Every 3 Months,90
695,41,Adult,Male,Dress,Clothing,21,Kentucky,South,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,38,Venmo,Every 3 Months,90
696,30,Young Adult,Male,Shorts,Clothing,67,Nevada,West,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,15,Debit Card,Every 3 Months,90
697,44,Adult,Male,Belt,Accessories,42,Utah,West,L,Green,Fall,2.8,Yes,Standard,Yes,49,Cash,Monthly,30
698,61,Senior,Male,Scarf,Accessories,63,North Dakota,Midwest,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,40,Debit Card,Quarterly,90
699,55,Middle-aged,Male,Boots,Footwear,41,Iowa,Midwest,M,Yellow,Winter,3.8,Yes,Standard,Yes,40,Debit Card,Weekly,7
700,50,Middle-aged,Male,Handbag,Accessories,46,Connecticut,Northeast,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,5,PayPal,Weekly,7
701,57,Middle-aged,Male,Pants,Clothing,79,Wisconsin,Midwest,L,Olive,Winter,4.1,Yes,Standard,Yes,5,PayPal,Monthly,30
702,51,Middle-aged,Male,Boots,Footwear,90,Idaho,West,L,Red,Fall,3.3,Yes,Next Day Air,Yes,5,Debit Card,Every 3 Months,90
703,18,Young Adult,Male,Shirt,Clothing,71,Montana,West,M,White,Winter,3.4,Yes,Store Pickup,Yes,1,Cash,Weekly,7
704,63,Senior,Male,Dress,Clothing,87,Connecticut,Northeast,L,Pink,Summer,3,Yes,Standard,Yes,21,Venmo,Weekly,7
705,34,Adult,Male,Hoodie,Clothing,66,Idaho,West,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually,365
706,25,Young Adult,Male,Pants,Clothing,90,Arkansas,South,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,49,Cash,Quarterly,90
707,46,Middle-aged,Male,Jeans,Clothing,47,Iowa,Midwest,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,Debit Card,Weekly,7
708,59,Senior,Male,Shirt,Clothing,38,Louisiana,South,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,21,Venmo,Annually,365
709,37,Adult,Male,Backpack,Accessories,50,Kentucky,South,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,19,Cash,Fortnightly,14
710,49,Middle-aged,Male,Jacket,Outerwear,79,Massachusetts,Northeast,L,Charcoal,Summer,4.6,Yes,Standard,Yes,23,Debit Card,Monthly,30
711,22,Young Adult,Male,Scarf,Accessories,91,Virginia,South,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly,14
712,64,Senior,Male,Boots,Footwear,60,New Hampshire,Northeast,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly,14
713,42,Adult,Male,Blouse,Clothing,81,New Hampshire,Northeast,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,36,Bank Transfer,Quarterly,90
714,37,Adult,Male,Hoodie,Clothing,90,Oregon,West,M,Lavender,Summer,2.6,Yes,Express,Yes,39,Bank Transfer,Bi-Weekly,14
715,26,Young Adult,Male,Jacket,Outerwear,70,South Dakota,Midwest,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,40,Debit Card,Fortnightly,14
716,33,Adult,Male,Jeans,Clothing,63,Delaware,South,L,Green,Spring,2.6,Yes,Express,Yes,37,Debit Card,Quarterly,90
717,30,Young Adult,Male,Jewelry,Accessories,29,Missouri,Midwest,M,Olive,Spring,3.6,Yes,Express,Yes,9,Venmo,Bi-Weekly,14
718,21,Young Adult,Male,Socks,Clothing,90,Alaska,West,L,Green,Spring,4.2,Yes,Express,Yes,7,Venmo,Every 3 Months,90
719,22,Young Adult,Male,Shirt,Clothing,22,Florida,South,M,Peach,Summer,4.6,Yes,Standard,Yes,25,Bank Transfer,Annually,365
720,63,Senior,Male,Shorts,Clothing,22,Mississippi,South,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,42,Venmo,Bi-Weekly,14
721,33,Adult,Male,Jewelry,Accessories,62,New Mexico,West,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,19,Debit Card,Weekly,7
722,43,Adult,Male,Blouse,Clothing,57,California,West,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,41,Debit Card,Every 3 Months,90
723,27,Young Adult,Male,Sweater,Clothing,32,Wyoming,West,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,50,Cash,Bi-Weekly,14
724,35,Adult,Male,Jewelry,Accessories,53,Missouri,Midwest,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly,30
725,37,Adult,Male,T-shirt,Clothing,79,New Hampshire,Northeast,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,36,Venmo,Every 3 Months,90
726,61,Senior,Male,Hat,Accessories,61,Texas,South,L,Silver,Winter,3.1,Yes,Standard,Yes,33,Debit Card,Fortnightly,14
727,32,Adult,Male,Shorts,Clothing,78,North Dakota,Midwest,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,20,Bank Transfer,Every 3 Months,90
728,62,Senior,Male,Sweater,Clothing,97,Arkansas,South,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,37,Venmo,Every 3 Months,90
729,29,Young Adult,Male,Jeans,Clothing,78,Nebraska,Midwest,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,12,PayPal,Every 3 Months,90
730,41,Adult,Male,Sunglasses,Accessories,56,Minnesota,Midwest,L,Beige,Summer,3.2,Yes,Express,Yes,46,PayPal,Every 3 Months,90
731,48,Middle-aged,Male,Boots,Footwear,25,Massachusetts,Northeast,M,Indigo,Summer,3.9,Yes,Standard,Yes,28,Venmo,Fortnightly,14
732,43,Adult,Male,Coat,Outerwear,28,Arkansas,South,M,Red,Spring,3.5,Yes,Free Shipping,Yes,30,PayPal,Fortnightly,14
733,34,Adult,Male,Shirt,Clothing,57,New Hampshire,Northeast,L,Blue,Spring,2.8,Yes,Express,Yes,28,Cash,Bi-Weekly,14
734,45,Middle-aged,Male,Dress,Clothing,36,Rhode Island,Northeast,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,20,Debit Card,Bi-Weekly,14
735,65,Senior,Male,Shirt,Clothing,69,New Jersey,Northeast,S,Violet,Winter,3.1,Yes,Express,Yes,39,Bank Transfer,Every 3 Months,90
736,61,Senior,Male,Sunglasses,Accessories,48,Montana,West,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,48,Cash,Bi-Weekly,14
737,18,Young Adult,Male,Dress,Clothing,58,Colorado,West,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,32,Credit Card,Every 3 Months,90
738,47,Middle-aged,Male,Sunglasses,Accessories,24,Nebraska,Midwest,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,28,PayPal,Annually,365
739,56,Middle-aged,Male,Sunglasses,Accessories,31,Minnesota,Midwest,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,27,Venmo,Quarterly,90
740,64,Senior,Male,Shorts,Clothing,29,Minnesota,Midwest,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,26,Venmo,Bi-Weekly,14
741,26,Young Adult,Male,Jeans,Clothing,69,South Dakota,Midwest,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,22,Credit Card,Fortnightly,14
742,22,Young Adult,Male,T-shirt,Clothing,79,West Virginia,South,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,23,Bank Transfer,Every 3 Months,90
743,64,Senior,Male,Pants,Clothing,39,Nevada,West,M,Charcoal,Summer,3.1,Yes,Express,Yes,21,Debit Card,Quarterly,90
744,21,Young Adult,Male,Sunglasses,Accessories,84,North Carolina,South,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,36,Cash,Weekly,7
745,67,Senior,Male,Boots,Footwear,66,Illinois,Midwest,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,42,Debit Card,Bi-Weekly,14
746,46,Middle-aged,Male,T-shirt,Clothing,92,Michigan,Midwest,L,Orange,Fall,4.7,Yes,Standard,Yes,4,Venmo,Monthly,30
747,40,Adult,Male,Sandals,Footwear,45,Michigan,Midwest,M,Red,Winter,2.5,Yes,Free Shipping,Yes,47,Credit Card,Annually,365
748,51,Middle-aged,Male,Shorts,Clothing,74,Oklahoma,South,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,13,Bank Transfer,Weekly,7
749,35,Adult,Male,Hat,Accessories,39,South Dakota,Midwest,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,8,Bank Transfer,Quarterly,90
750,56,Middle-aged,Male,Scarf,Accessories,71,Oklahoma,South,M,Olive,Winter,3.7,Yes,Standard,Yes,11,Debit Card,Quarterly,90
751,25,Young Adult,Male,T-shirt,Clothing,95,Maryland,South,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,5,Venmo,Annually,365
752,65,Senior,Male,Gloves,Accessories,72,Ohio,Midwest,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,1,Credit Card,Monthly,30
753,39,Adult,Male,Scarf,Accessories,85,Ohio,Midwest,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,17,PayPal,Every 3 Months,90
754,47,Middle-aged,Male,Boots,Footwear,54,Massachusetts,Northeast,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,27,Venmo,Quarterly,90
755,36,Adult,Male,Gloves,Accessories,41,North Carolina,South,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,3,Debit Card,Quarterly,90
756,66,Senior,Male,Coat,Outerwear,24,Florida,South,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,22,PayPal,Weekly,7
757,62,Senior,Male,Belt,Accessories,99,Montana,West,S,Orange,Summer,4.8,Yes,Standard,Yes,24,Cash,Fortnightly,14
758,41,Adult,Male,Hoodie,Clothing,32,Minnesota,Midwest,M,Red,Fall,3.8,Yes,Store Pickup,Yes,18,Debit Card,Quarterly,90
759,66,Senior,Male,Shoes,Footwear,71,Massachusetts,Northeast,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,39,Bank Transfer,Every 3 Months,90
760,51,Middle-aged,Male,Dress,Clothing,49,Rhode Island,Northeast,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,25,Credit Card,Fortnightly,14
761,33,Adult,Male,Gloves,Accessories,50,Minnesota,Midwest,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,6,Cash,Annually,365
762,57,Middle-aged,Male,Jewelry,Accessories,91,Nevada,West,L,Yellow,Fall,4.2,Yes,Express,Yes,26,Bank Transfer,Weekly,7
763,45,Middle-aged,Male,Belt,Accessories,46,New Mexico,West,M,Pink,Fall,3.9,Yes,Standard,Yes,43,Debit Card,Fortnightly,14
764,61,Senior,Male,Sweater,Clothing,50,North Carolina,South,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,6,Credit Card,Monthly,30
765,55,Middle-aged,Male,Skirt,Clothing,39,Virginia,South,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,6,Debit Card,Quarterly,90
766,54,Middle-aged,Male,Sneakers,Footwear,99,Alaska,West,M,Pink,Summer,3,Yes,Store Pickup,Yes,13,Cash,Quarterly,90
767,57,Middle-aged,Male,Gloves,Accessories,48,Nevada,West,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,13,PayPal,Monthly,30
768,27,Young Adult,Male,Coat,Outerwear,77,Pennsylvania,Northeast,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,11,Cash,Annually,365
769,64,Senior,Male,Backpack,Accessories,95,Illinois,Midwest,XL,Red,Spring,2.6,Yes,Express,Yes,45,Venmo,Weekly,7
770,52,Middle-aged,Male,Socks,Clothing,100,Delaware,South,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,8,PayPal,Monthly,30
771,19,Young Adult,Male,Sneakers,Footwear,54,Vermont,Northeast,M,Gray,Spring,3.3,Yes,Express,Yes,8,Credit Card,Annually,365
772,22,Young Adult,Male,Sweater,Clothing,68,Hawaii,West,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,34,Bank Transfer,Fortnightly,14
773,18,Young Adult,Male,Jeans,Clothing,22,Illinois,Midwest,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,40,Debit Card,Bi-Weekly,14
774,29,Young Adult,Male,Hat,Accessories,84,California,West,L,Indigo,Winter,2.6,Yes,Express,Yes,14,Debit Card,Bi-Weekly,14
775,42,Adult,Male,Hat,Accessories,46,Nevada,West,M,Yellow,Summer,3.5,Yes,Standard,Yes,11,Credit Card,Quarterly,90
776,49,Middle-aged,Male,Handbag,Accessories,53,Kentucky,South,S,Gold,Winter,3,Yes,Store Pickup,Yes,8,PayPal,Monthly,30
777,49,Middle-aged,Male,Shirt,Clothing,60,Alabama,South,M,Maroon,Spring,5,Yes,Standard,Yes,8,Venmo,Every 3 Months,90
778,55,Middle-aged,Male,Socks,Clothing,32,Wyoming,West,XL,Silver,Spring,2.5,Yes,Express,Yes,37,Venmo,Weekly,7
779,29,Young Adult,Male,Socks,Clothing,50,Massachusetts,Northeast,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,23,Debit Card,Annually,365
780,60,Senior,Male,Dress,Clothing,94,Utah,West,M,Blue,Spring,4.6,Yes,Express,Yes,38,Cash,Annually,365
781,34,Adult,Male,Shoes,Footwear,26,New York,Northeast,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,38,Cash,Quarterly,90
782,30,Young Adult,Male,Scarf,Accessories,44,Vermont,Northeast,L,Indigo,Winter,3,Yes,Store Pickup,Yes,12,Credit Card,Fortnightly,14
783,28,Young Adult,Male,Hoodie,Clothing,57,Hawaii,West,M,Green,Summer,4.5,Yes,Standard,Yes,15,Cash,Weekly,7
784,63,Senior,Male,T-shirt,Clothing,65,Louisiana,South,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,38,PayPal,Fortnightly,14
785,31,Young Adult,Male,Jeans,Clothing,72,Alabama,South,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,41,Bank Transfer,Every 3 Months,90
786,46,Middle-aged,Male,Shorts,Clothing,62,Louisiana,South,S,Purple,Spring,4,Yes,Next Day Air,Yes,37,PayPal,Fortnightly,14
787,70,Senior,Male,Hat,Accessories,21,Indiana,Midwest,S,Teal,Winter,4.8,Yes,Express,Yes,16,Bank Transfer,Every 3 Months,90
788,53,Middle-aged,Male,Handbag,Accessories,85,Michigan,Midwest,S,Green,Spring,3.7,Yes,Free Shipping,Yes,25,Venmo,Weekly,7
789,50,Middle-aged,Male,Pants,Clothing,51,Rhode Island,Northeast,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,18,Bank Transfer,Quarterly,90
790,33,Adult,Male,Handbag,Accessories,84,Idaho,West,S,Purple,Fall,2.7,Yes,Standard,Yes,4,Credit Card,Bi-Weekly,14
791,22,Young Adult,Male,Sweater,Clothing,37,Louisiana,South,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,12,Bank Transfer,Quarterly,90
792,50,Middle-aged,Male,Scarf,Accessories,44,North Carolina,South,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,35,PayPal,Fortnightly,14
793,34,Adult,Male,Sneakers,Footwear,45,New Jersey,Northeast,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,45,Venmo,Weekly,7
794,24,Young Adult,Male,Pants,Clothing,35,Alabama,South,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,16,Credit Card,Monthly,30
795,69,Senior,Male,Backpack,Accessories,50,Kentucky,South,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,10,Debit Card,Fortnightly,14
796,39,Adult,Male,Sandals,Footwear,26,New York,Northeast,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,34,Venmo,Annually,365
797,42,Adult,Male,Socks,Clothing,78,Arizona,West,XL,Black,Fall,4,Yes,2-Day Shipping,Yes,43,Credit Card,Annually,365
798,42,Adult,Male,Coat,Outerwear,82,Maryland,South,M,Violet,Fall,4,Yes,2-Day Shipping,Yes,38,Debit Card,Weekly,7
799,29,Young Adult,Male,Socks,Clothing,39,Alaska,West,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,48,PayPal,Every 3 Months,90
800,55,Middle-aged,Male,Belt,Accessories,55,Nevada,West,L,Brown,Summer,3.8,Yes,Free Shipping,Yes,31,PayPal,Annually,365
801,32,Adult,Male,Socks,Clothing,20,Utah,West,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,20,Cash,Every 3 Months,90
802,25,Young Adult,Male,Belt,Accessories,29,New Mexico,West,L,Blue,Fall,4.9,Yes,Express,Yes,12,Credit Card,Fortnightly,14
803,38,Adult,Male,Pants,Clothing,41,Delaware,South,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,2,Bank Transfer,Weekly,7
804,32,Adult,Male,Shorts,Clothing,38,Connecticut,Northeast,L,Silver,Winter,2.8,Yes,Express,Yes,30,Venmo,Every 3 Months,90
805,43,Adult,Male,Boots,Footwear,47,Mississippi,South,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,28,Venmo,Quarterly,90
806,41,Adult,Male,Dress,Clothing,30,Connecticut,Northeast,L,White,Summer,3.7,Yes,Next Day Air,Yes,40,Debit Card,Monthly,30
807,56,Middle-aged,Male,Jeans,Clothing,56,Florida,South,L,Charcoal,Summer,2.7,Yes,Standard,Yes,46,PayPal,Quarterly,90
